,SeqID,Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation,Council Districts,Councils,Communities,Zip Codes,Municipalities
,95a56bcb-2299-46ea-9310-436741b4a535,06/04/2019,09:05:00,MCP,"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,ZION RD @ BLUE MASH NATURE TRAIL,39.19266,-77.1013666666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,4DR,RED,Warning,21-801.1,Transportation Article,false,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.19266, -77.1013666666667)",4,4,45,29,1
,6a528662-4f70-4816-9e29-61df4a7b6940,06/04/2019,09:02:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GLENBROOK RD / WILSON LN,38.98571,-77.1076966666667,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2015,TOYOTA,PRIUS,"GREEN, LGT",Warning,21-201(a1),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,L - Motorcycle,"(38.98571, -77.1076966666667)",1,1,12,111,1
,2c8f04c3-bd74-4d8d-a88b-993898ce2e67,06/04/2019,08:59:00,MCP,"3rd District, Silver Spring",STOPPING VEH. WHERE PROHIBITED BY OFFICIAL SIGN,8517 HOOD ST,38.99542,-76.996075,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISS,TK,BRONZE,Warning,21-1003(j),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.99542, -76.996075)",5,5,8,3062,1
,a73049be-81c8-4ef2-b815-f26cb5a531fc,06/04/2019,08:58:00,MCP,"2nd District, Bethesda",FAILURE TO STOP AT STOP SIGN AT NEAREST POINT OF APPROACHING TRAFFIC VIEW,WELBORN RD AT GLOSTER RD,38.9684233333333,-77.1210733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,AUDI,TK,GRAY,Citation,21-707(c),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.9684233333333, -77.1210733333333)",1,1,12,107,1
,d1fb6573-2471-4f73-9172-f9221fbb26e5,06/04/2019,08:57:00,MCP,"5th District, Germantown",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,ZION RD @ BLUE MASH NATURE TRAIL,39.1926116666667,-77.101445,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,SUBARU,WRX,SILVER,Warning,21-801(a),Transportation Article,false,WHITE,M,COOKSVILLE,MD,MD,Q - Marked Laser,"(39.1926116666667, -77.101445)",4,4,45,29,1
,d1fb6573-2471-4f73-9172-f9221fbb26e5,06/04/2019,08:57:00,MCP,"5th District, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",ZION RD @ BLUE MASH NATURE TRAIL,39.1926116666667,-77.101445,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,SUBARU,WRX,SILVER,Warning,21-901.1(b),Transportation Article,false,WHITE,M,COOKSVILLE,MD,MD,Q - Marked Laser,"(39.1926116666667, -77.101445)",4,4,45,29,1
,b61a133c-541c-4d90-92bb-ccd2e823f9b4,06/04/2019,08:54:00,MCP,"1st District, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,WB RT28 @ QUINCE ORCHARD RD,39.1168483333333,-77.253075,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,FORD,FIESTA,SILVER,Citation,21-1124.2(d2),Transportation Article,false,HISPANIC,M,GERMANTOWN,MD,MD,L - Motorcycle,"(39.1168483333333, -77.253075)",2,2,24,33,1
,47c18825-6070-4d44-87a8-6a03b76fefcd,06/04/2019,08:53:00,MCP,"2nd District, Bethesda",FAILURE TO STOP AT STOP SIGN AT NEAREST POINT OF APPROACHING TRAFFIC VIEW,WELBORN RD AT GLOSTER RD,38.9684233333333,-77.1210733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,SU,GRAY,Citation,21-707(c),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.9684233333333, -77.1210733333333)",1,1,12,107,1
,ddba0494-e3e2-4901-8d04-3f6e4e28e61a,06/04/2019,08:50:00,MCP,"2nd District, Bethesda",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,GLOSTER RD/WELBORN DR,38.968365,-77.1210716666667,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2017,BMW,TK,BLACK,Citation,22-412.2(d),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.968365, -77.1210716666667)",1,1,12,107,1
,da688e40-cc6a-446a-8440-3f84750ebbf2,06/04/2019,08:50:00,MCP,"3rd District, Silver Spring",PARKING VEH. WHERE PROHIBITED BY OFFICIAL SIGN,701 DOMER AVE,38.9966166666667,-76.997265,No,No,No,No,No,No,No,No,No,No,TX,02 - Automobile,2009,TOYT,LL,WHITE,Warning,21-1003(j),Transportation Article,false,OTHER,M,SOUTH HOUSTON,TX,TX,A - Marked Patrol,"(38.9966166666667, -76.997265)",5,5,8,3062,1
,ddba0494-e3e2-4901-8d04-3f6e4e28e61a,06/04/2019,08:50:00,MCP,"2nd District, Bethesda",FAILURE TO STOP AT STOP SIGN AT NEAREST POINT OF APPROACHING TRAFFIC VIEW,GLOSTER RD/WELBORN DR,38.968365,-77.1210716666667,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2017,BMW,TK,BLACK,Warning,21-707(c),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.968365, -77.1210716666667)",1,1,12,107,1
,4c1c6407-b95f-4365-84b9-a4091745a7b9,06/04/2019,08:50:00,MCP,"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,ZION RD @ BLUE MASH NATURE TRAIL,39.1925766666667,-77.1014566666667,No,No,No,No,No,No,No,No,No,No,NJ,28 - Other,2018,TOYOTA,RAV4,SILVER,Warning,21-801.1,Transportation Article,false,WHITE,M,AUDUBON,NJ,NJ,Q - Marked Laser,"(39.1925766666667, -77.1014566666667)",4,4,45,29,1
,6eb493f5-67d5-407e-92e2-9bf57505a677,06/04/2019,08:46:00,MCP,"1st District, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,WB SHADY GROVE METRO EXIT @ SHADY GROVE,39.128005,-77.1609516666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYT,4S,BLUE,Warning,21-801.1,Transportation Article,false,WHITE,M,DERWOOD,MD,MD,Q - Marked Laser,"(39.128005, -77.1609516666667)",3,3,36,51,1
,6ea920a0-392f-456f-9865-e17a0963326b,06/04/2019,08:43:00,MCP,"4th District, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,1001 RANDOLPH RD (KENNEDY HIGH SCHOOL),39.06454,-77.0386516666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,VOLVO,S60,BLACK,Citation,21-309(b),Transportation Article,false,ASIAN,M,ELLICOTT CITY,MD,MD,L - Motorcycle,"(39.06454, -77.0386516666667)",4,4,23,6,1
,6f848861-3497-475f-a17f-def6a3559401,06/04/2019,08:43:00,MCP,"5th District, Germantown",FAILURE YIELD RIGHT OF WAY ON U TURN,GERMANTOWN RD @ RIFFLE FORD RD,39.1479183333333,-77.2903466666667,Yes,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,VN,GOLD,Citation,21-402(b),Transportation Article,true,WHITE,U,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1479183333333, -77.2903466666667)",2,2,39,39,1
,6f848861-3497-475f-a17f-def6a3559401,06/04/2019,08:43:00,MCP,"5th District, Germantown",DRIVER MAKING IMPROPER TURN AT INTERSECTION,GERMANTOWN RD @ RIFFLE FORD RD,39.1479183333333,-77.2903466666667,Yes,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,VN,GOLD,Citation,21-604(a),Transportation Article,true,WHITE,U,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1479183333333, -77.2903466666667)",2,2,39,39,1
,d414545d-31ae-4a20-87cb-85c9493799a4,06/04/2019,08:42:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.9669783333333,-77.1084883333333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2019,SUBARU,OUTBACK,BLACK,Warning,21-201(a1),Transportation Article,false,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9669783333333, -77.1084883333333)",1,1,12,107,1
,4b067d68-49d9-42bd-88f4-441b88efa21c,06/04/2019,08:42:00,MCP,"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,ZION RD @ BLUE MASH NATURE TRAIL,39.1925,-77.101375,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,4DR,GRAY,Warning,21-801.1,Transportation Article,false,HISPANIC,M,BALTIMORE,MD,MD,Q - Marked Laser,"(39.1925, -77.101375)",4,4,45,29,1
,26e5528b-2436-490d-b970-a9b6cd2a3c80,06/04/2019,08:41:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.9669783333333,-77.1084883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,INFINITI,G35X,BLACK,Warning,21-201(a1),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.9669783333333, -77.1084883333333)",1,1,12,107,1
,26e5528b-2436-490d-b970-a9b6cd2a3c80,06/04/2019,08:41:00,MCP,"2nd District, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RIVER RD/WESTBARD AVE,38.9669783333333,-77.1084883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,INFINITI,G35X,BLACK,Warning,13-409(b),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.9669783333333, -77.1084883333333)",1,1,12,107,1
,9e6afc07-a6e3-4698-ab68-57a706647b35,06/04/2019,08:40:00,MCP,"1st District, Rockville",FAILURE TO STOP AT STOP SIGN,CHOKE CHERRY RD AT PICCARD DR,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,KIA,SPORTAGE,BLUE,Warning,21-707(a),Transportation Article,false,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
,24eadfb8-14a8-41f5-91f8-62a105d78ee5,06/04/2019,08:38:00,MCP,"5th District, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OBSERVATION DRIVE AT SHAKESPEARE BLVD,39.20059,-77.2527783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,HONDA,CRV,GRAY,Warning,21-201(a1),Transportation Article,false,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.20059, -77.2527783333333)",2,2,39,36,1
,91d76d90-061c-4b9a-a315-5ef70854f186,06/04/2019,08:38:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,CONNECTICUT AVE @ SAUL RD,39.01879,-77.0776066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,CAMRY,BLUE,Citation,21-202(h1),Transportation Article,false,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.01879, -77.0776066666667)",1,1,15,25,14
,27a6a743-6dc6-4aa1-9474-31d9cc45d87c,06/04/2019,08:37:00,MCP,"1st District, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,WB SHADY GROVE METRO EXIT @ SHADY GROVE,39.128005,-77.1609516666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001,JEEP,SUV,TAN,Warning,21-801.1,Transportation Article,false,WHITE,M,ROCKVILE,MD,MD,Q - Marked Laser,"(39.128005, -77.1609516666667)",3,3,36,51,1
,d423eb5e-1b86-4c23-a74b-01ce7926d74d,06/04/2019,08:34:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.9669783333333,-77.1084883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,PORSCHE,TK,WHITE,Warning,21-201(a1),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.9669783333333, -77.1084883333333)",1,1,12,107,1
,63dadf86-2bc1-4d65-b83f-ee11db4c5d2b,06/04/2019,08:33:00,MCP,"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,ZION RD @ BLUE MASH NATURE TRAIL,39.19258,-77.10152,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2019,JEEP,GRAND CHEROKEE,WHITE,Citation,21-801.1,Transportation Article,false,WHITE,F,SANDY SPRING,MD,MD,Q - Marked Laser,"(39.19258, -77.10152)",4,4,45,29,1
,760a2b84-a874-4d43-bd50-5898eb888260,06/04/2019,08:31:00,MCP,"1st District, Rockville",FAILURE TO STOP AT STOP SIGN,CHOKE CHERRY RD AT PICCARD DR,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,PRIUS,BLACK,Warning,21-707(a),Transportation Article,false,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
,a0caf550-be8a-42b4-b0f4-df322fc90d8e,06/04/2019,08:29:00,MCP,"2nd District, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,CONNECTICUT AVE AT I-495,39.0006973333333,-77.0769061666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,ACURA,MDX,BLACK,Warning,13-401(b1),Transportation Article,false,BLACK,F,ST LOUIS,MO,MO,A - Marked Patrol,"(39.0006973333333, -77.0769061666667)",1,1,5,110,1
,a0caf550-be8a-42b4-b0f4-df322fc90d8e,06/04/2019,08:29:00,MCP,"2nd District, Bethesda",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,CONNECTICUT AVE AT I-495,39.0006973333333,-77.0769061666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,ACURA,MDX,BLACK,Warning,13-411(c1),Transportation Article,false,BLACK,F,ST LOUIS,MO,MO,A - Marked Patrol,"(39.0006973333333, -77.0769061666667)",1,1,5,110,1
,fcedc869-d808-4a12-a9eb-ec58bcfd0a39,06/04/2019,08:28:00,MCP,"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,ZION RD @ BLUE MASH NATURE TRAIL,39.1926983333333,-77.1014183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,TOYT,4S,"GREEN, DK",Warning,21-801.1,Transportation Article,false,WHITE,M,DAMASCUS,MD,MD,Q - Marked Laser,"(39.1926983333333, -77.1014183333333)",4,4,45,29,1
,8e7f9a7c-bad4-454c-a69f-f3faaa3a6102,06/04/2019,08:28:00,MCP,"2nd District, Bethesda",STOP LIGHTS (*),OLD GEORGETOWN ROAD / GRAND PARK AVE,39.049055,-77.117815,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYOTA,YARIS,SILVER,ESERO,64*,,false,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.049055, -77.117815)",1,1,19,60,1
,cba7dcdd-8a37-463e-b7e3-2c7e02cf9dbb,06/04/2019,08:26:00,MCP,"2nd District, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CONNECTICUT AVE @ FRANKLIN ST,39.0180466666667,-77.0783233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,CIVIC,SILVER,Citation,13-401(h),Transportation Article,false,WHITE,F,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0180466666667, -77.0783233333333)",1,1,15,25,14
,a4ec64a6-9aa2-478f-a9c7-d28a77be7677,06/04/2019,08:23:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.967025,-77.1086083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,FORD,TK,WHITE,Warning,21-201(a1),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.967025, -77.1086083333333)",1,1,12,107,1
,c2822202-58eb-44d6-9f91-5443c2ff0cdf,06/04/2019,08:22:00,MCP,"1st District, Rockville",FAILURE TO STOP AT STOP SIGN,CHOKE CHERRY RD AT PICCARD DR,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,CRV,SILVER,Warning,21-707(a),Transportation Article,false,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
,db839379-f21c-497c-a53f-c39abdfcb614,06/04/2019,08:22:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.967025,-77.1086083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,JEEP,RUBICON,GRAY,Warning,21-201(a1),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.967025, -77.1086083333333)",1,1,12,107,1
,248fe8e6-b326-4119-a1bb-8e2959af7046,06/04/2019,08:21:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.967025,-77.1086083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,AUDI,4S,SILVER,Warning,21-201(a1),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.967025, -77.1086083333333)",1,1,12,107,1
,3a881ffc-6aa4-424b-806f-794a19fd3366,06/04/2019,08:19:00,MCP,"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE,RT 270 NB ABOVE RT 27,39.2087928333333,-77.2745465,No,No,No,No,No,Yes,No,No,No,No,MD,28 - Other,2011,HOND,TK,GRAY,Citation,21-801.1,Transportation Article,false,WHITE,F,HAGERSTOWN,MD,MD,R - Unmarked Laser,"(39.2087928333333, -77.2745465)",2,2,50,44,1
,d60a1bff-4a11-453c-8294-c18bc4e09301,06/04/2019,08:18:00,MCP,"2nd District, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 41 MPH IN A POSTED 25 MPH ZONE,WILLARD AVE/NORTH PARK AVE,38.9633033333333,-77.0932,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2016,HONDA,CIVIC,RED,Citation,21-801.1,Transportation Article,false,WHITE,F,WASHINGTON,DC,DC,Q - Marked Laser,"(38.9633033333333, -77.0932)",1,1,5,110,9
,054235e9-c2b9-45f2-92a1-aa2b0c85588a,06/04/2019,08:16:00,MCP,"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 59 MPH IN A POSTED 40 MPH ZONE,ZION RD @ BLUE MASH NATURE TRAIL,39.1927166666667,-77.1014883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,MAZD,4S,GRAY,Citation,21-801.1,Transportation Article,false,WHITE,M,PARKVILLE,MD,MD,Q - Marked Laser,"(39.1927166666667, -77.1014883333333)",4,4,45,29,1
,4a9bdeee-a93a-430a-9e86-6789041fba1e,06/04/2019,08:15:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.9668816666667,-77.1083066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,CHEVROLET,TK,BLACK,Warning,21-201(a1),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.9668816666667, -77.1083066666667)",1,1,12,107,1
,673f79da-c099-4cee-bd7f-74957434b42c,06/04/2019,08:14:00,MCP,"1st District, Rockville",FAILURE TO STOP AT STOP SIGN,CHOKE CHERRY RD AT PICCARD DR,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,BMW,X5,BLUE,Warning,21-707(a),Transportation Article,false,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
,3c9a6fda-ffd5-4a2f-9686-1acc8bc53d68,06/04/2019,08:14:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.9668816666667,-77.1083066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYT,PRIUS,WHITE,Warning,21-201(a1),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.9668816666667, -77.1083066666667)",1,1,12,107,1
,6748ff48-c0e6-4728-a6f8-f5adce0d542b,06/04/2019,08:12:00,MCP,"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE,RT 270 NB AT RT 27,39.2003398333333,-77.2658363333333,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2016,HYUN,TK,RED,Citation,21-801.1,Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,R - Unmarked Laser,"(39.2003398333333, -77.2658363333333)",2,2,39,36,1
,9bd0afab-8229-4703-a6dd-940dfda56253,06/04/2019,08:12:00,MCP,"1st District, Rockville",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,SHADY GROVE RD/GLEN MILL RD,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,LEXU,TK,"BLUE, DARK",Citation,21-202(i1),Transportation Article,false,OTHER,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
,99b6db06-71fb-4121-b3a2-86e4a5211623,06/04/2019,08:11:00,MCP,"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,ZION RD @ BLUE MASH NATURE TRAIL,39.1927233333333,-77.1014933333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,MERZ,4S,TAN,Citation,21-801.1,Transportation Article,false,OTHER,F,WOODSTOCK,MD,MD,Q - Marked Laser,"(39.1927233333333, -77.1014933333333)",4,4,45,29,1
,4e0ac1a2-1e62-4ad2-83f0-8cd4ccd8e7fd,06/04/2019,08:11:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.9668816666667,-77.1083066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,HOND,ACCORD,WHITE,Warning,21-201(a1),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.9668816666667, -77.1083066666667)",1,1,12,107,1
,3dc5d54c-c22e-4459-a57c-b8a688d57133,06/04/2019,08:06:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/WESTBARD AVE,38.96698,-77.1084066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,AUDI,4S,BLACK,Warning,21-201(a1),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.96698, -77.1084066666667)",1,1,12,107,1
,7283cf30-0202-4bc2-8683-3ffc9fb064b1,06/04/2019,08:05:00,MCP,"5th District, Germantown",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,FATHER HURLEY BV AT RT 270,39.1971603333333,-77.2640465,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,ACCORD,TAN,Warning,13-411(d),Transportation Article,false,BLACK,F,CLARKSBURG,MD,MD,B - Unmarked Patrol,"(39.1971603333333, -77.2640465)",2,2,39,39,1
,52ed5901-76fb-484d-ba76-123d6de63f3b,06/04/2019,08:05:00,MCP,"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,FATHER HURLEY  AND PALMETTO,39.1713351666667,-77.2838045,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,ACURA,RSX,BLACK,Warning,21-801.1,Transportation Article,false,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1713351666667, -77.2838045)",2,2,39,39,1
,7283cf30-0202-4bc2-8683-3ffc9fb064b1,06/04/2019,08:05:00,MCP,"5th District, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,FATHER HURLEY BV AT RT 270,39.1971603333333,-77.2640465,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,ACCORD,TAN,Warning,13-411(f),Transportation Article,false,BLACK,F,CLARKSBURG,MD,MD,B - Unmarked Patrol,"(39.1971603333333, -77.2640465)",2,2,39,39,1
,52ed5901-76fb-484d-ba76-123d6de63f3b,06/04/2019,08:05:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FATHER HURLEY  AND PALMETTO,39.1713351666667,-77.2838045,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,ACURA,RSX,BLACK,Warning,13-409(b),Transportation Article,false,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1713351666667, -77.2838045)",2,2,39,39,1
,b92462e3-fea1-403a-aa5e-72353a57b8c3,06/04/2019,08:01:00,MCP,"2nd District, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,WILLARD AVE AT NORTH PARK AVE,38.9628866666667,-77.0929566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,MERZ,TK,BLACK,Warning,16-112(c),Transportation Article,false,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol,"(38.9628866666667, -77.0929566666667)",1,1,5,110,9
